cpu_usage,cpu_std,memory_usage,memory_delta,runtime,cpu_per_second,child_process_count
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.08202598352103713,-0.07879258968123994,0.0033290314901356687
-0.06795841551934552,0.0,-0.574582856290462,0.0,-0.08202598352103713,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.46912866143556575,0.0,-0.08202598352103713,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.1738569158418561,0.0,-0.08289919794866034,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5956736952614413,0.0,-0.08202598352103713,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5956736952614413,0.0,-0.08202597662780135,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.38476530555164873,0.0,-0.08289917726895303,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.11058439892891833,0.0,-0.08238292216243816,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.2371294327547939,0.0,-0.08289917037571726,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.46912866143556575,0.0,-0.08289961843604231,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.46912866143556575,0.0,-0.08290127281262707,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,2.019590337139987,0.0,-0.08289974940752193,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,1.7665002694882357,0.0,-0.08289919105542458,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.49021950040654505,0.0,-0.0828997563007577,-0.07879258968123994,-0.11984513364488432
0.2543266083331852,0.0,-0.3004019496677317,0.0,-0.08202607313310213,-0.07756492253842394,0.24967736176017566
-0.06795841551934552,0.0,-0.08949355995793905,0.0,-0.08289921173513189,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.44803782246458645,0.0,-0.0828991634824815,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.40585614452262797,0.0,-0.08289914969600995,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.46912866143556575,0.0,-0.08202597662780135,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.574582856290462,0.0,-0.08202597662780135,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,1.0705025834459205,0.0,-0.0828999630978308,-0.07879258968123994,0.4960256920302156
-0.06795841551934552,0.0,3.4326765481955976,0.0,-0.08289980455340809,-0.07879258968123994,2.3436381690555157
-0.06795841551934552,0.0,0.2690507025487084,0.0,-0.08202597662780135,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3214927886387109,0.0,-0.08202597662780135,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.15276607687087684,0.0,-0.08202597662780135,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5324011783485036,0.0,-0.08202597662780135,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.49021950040654505,0.0,-0.08202597662780135,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3214927886387109,0.0,-0.08202599041427289,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.0828991841621888,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5324011783485036,0.0,-0.08202598352103713,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,6.680665749726404,0.0,-0.08290142446381402,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.08202597662780135,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3214927886387109,0.0,-0.08289913590953842,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.46912866143556575,0.0,-0.08202664527167103,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.12141482975185353,0.0,-0.08289979076693656,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.3112323804906669,0.0,-0.08289913590953842,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3214927886387109,0.0,-0.08202597662780135,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.1738569158418561,0.0,-0.08289991484518042,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5956736952614413,0.0,-0.08202597662780135,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.37450489740360465,0.0,-0.08290000445724542,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.35341405843262547,0.0,-0.08290139689087093,-0.07879258968123994,0.0033290314901356687
-0.06795841551934552,0.0,-0.2582202717257731,0.0,-0.08202599041427289,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5956736952614413,0.0,-0.082899597756335,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.037051473867936516,0.0,-0.08238306692038933,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.6908674819682936,0.0,-0.08290012164225351,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.49021950040654505,0.0,-0.08238303245421047,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3214927886387109,0.0,-0.08290000445724542,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.15276607687087684,0.0,-0.08238306692038933,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5324011783485036,0.0,-0.08202598352103713,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.08202598352103713,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3425836276096902,0.0,-0.08289959086309923,-0.07879258968123994,0.4960256920302156
-0.06795841551934552,0.0,-0.3214927886387109,0.0,-0.0823830255609747,-0.07879258968123994,0.12650319662515566
-0.06795841551934552,0.0,1.0494117444749411,0.0,-0.08289917726895303,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.38476530555164873,0.0,-0.08289917726895303,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.08289958396986345,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.5432316091714389,0.0,-0.08289970804810731,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.08238301866773894,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.10032399078087435,0.0,-0.08290138999763517,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.574582856290462,0.0,-0.08289911522983111,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5324011783485036,0.0,-0.08289971494134309,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.08202678313638644,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3425836276096902,0.0,-0.0828998941654731,-0.07879258968123994,-0.11984513364488432
0.09797050765225446,0.0,3.031950607746992,0.0,-0.08289921173513189,0.18515584602420074,-0.11984513364488432
-0.06795841551934552,0.0,-0.46912866143556575,0.0,-0.08289910833659533,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.42694698349360727,0.0,-0.08289939785249767,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.3112323804906669,0.0,-0.08289914280277419,-0.07879258968123994,0.0033290314901356687
-0.06795841551934552,0.0,-0.3636744665806695,0.0,-0.0829012934923344,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,4.7403085643963125,0.0,-0.08238301177450316,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.44803782246458645,0.0,-0.08290121766674093,-0.07879258968123994,0.0033290314901356687
-0.06795841551934552,0.0,1.8930453033141115,0.0,-0.08289928066748958,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.06840272098695978,0.0,-0.08289915658924572,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,1.745409430517257,0.0,-0.08289913590953842,-0.07879258968123994,0.0033290314901356687
-0.06795841551934552,0.0,1.2392292952137545,0.0,-0.08290134863822055,-0.07879258968123994,0.9887223525702955
-0.06795841551934552,0.0,-0.40585614452262797,0.0,-0.08289967358192847,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.9228667106490654,0.0,-0.0829013624246921,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.49021950040654505,0.0,-0.08289970115487154,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.5643224481424182,0.0,-0.08289915658924572,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5534920173194827,0.0,-0.08202600420074443,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.015960634896957232,0.0,-0.08238303934744624,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,1.2392292952137545,0.0,-0.0828997563007577,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.42694698349360727,0.0,-0.0828998941654731,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.2479598635777291,0.0,-0.0828990945501238,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,1.3025018121266922,0.0,-0.08289968047516423,-0.07879258968123994,0.6191998571652356
-0.06795841551934552,0.0,-0.3636744665806695,0.0,-0.08290150028940749,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.15276607687087684,0.0,-0.08289908765688803,-0.07879258968123994,0.0033290314901356687
-0.06795841551934552,0.0,-0.49021950040654505,0.0,-0.08238299798803161,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.46912866143556575,0.0,-0.0828996666886927,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.08202672799050027,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.19494775481283533,0.0,-0.08290133485174901,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.21603859378381463,0.0,-0.08290030086638353,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.7752308378522107,0.0,-0.08290008717607465,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.44803782246458645,0.0,-0.08289910144335956,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.8174125157941693,0.0,-0.08289910833659533,-0.07879258968123994,0.37285152689519563
-0.06795841551934552,0.0,1.3868651680106092,0.0,-0.08290008028283889,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5324011783485036,0.0,-0.08289954950368461,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3425836276096902,0.0,-0.08289965979545692,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,2.5679521503854477,0.0,-0.0828998941654731,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.40585614452262797,0.0,-0.08289990795194464,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,1.9141361422850907,0.0,-0.0828997356210504,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.3112323804906669,0.0,-0.0829013624246921,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.46912866143556575,0.0,-0.08290126591939131,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.46912866143556575,0.0,-0.08238298420156008,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,1.3025018121266922,0.0,-0.08289988727223734,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.8385033547651484,0.0,-0.08289968047516423,-0.07879258968123994,0.4960256920302156
-0.06795841551934552,0.0,-0.2371294327547939,0.0,-0.08289911522983111,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.49021950040654505,0.0,-0.08289972872781462,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3425836276096902,0.0,-0.08289945989161959,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.9228667106490654,0.0,-0.08290133485174901,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,1.1548659393298373,0.0,-0.08289912212306687,-0.07879258968123994,0.4960256920302156
-0.06795841551934552,0.0,-0.08949355995793905,0.0,-0.08289988727223734,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.38476530555164873,0.0,-0.08202621099781753,-0.07879258968123994,-0.11984513364488432
0.09690686070884677,0.0,-0.49021950040654505,0.0,-0.08289908076365225,0.17042384031040872,-0.11984513364488432
-0.06795841551934552,0.0,-0.49021950040654505,0.0,-0.08289953571721306,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,2.2094078878788004,0.0,-0.0828998941654731,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.015960634896957232,0.0,-0.0829013141720417,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5534920173194827,0.0,-0.08289953571721306,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.12141482975185353,0.0,-0.08289992863165195,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.44803782246458645,0.0,-0.08289965290222115,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3636744665806695,0.0,-0.08202616963840291,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.22686902460674993,0.0,-0.08289965290222115,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,2.652315506269365,0.0,-0.08289964600898539,-0.07879258968123994,0.0033290314901356687
-0.06795841551934552,0.0,-0.49021950040654505,0.0,-0.08237227900640944,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.35341405843262547,0.0,-0.08289965290222115,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,4.276310107034768,0.0,-0.08290132106527746,-0.07879258968123994,0.12650319662515566
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.08290132795851324,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3425836276096902,0.0,-0.08289908765688803,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,2.2304987268497802,0.0,-0.08289971494134309,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.08202667284461411,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.08290133485174901,-0.07879258968123994,0.0033290314901356687
-0.06795841551934552,0.0,-0.44803782246458645,0.0,-0.08290123834644823,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.0828996666886927,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.574582856290462,0.0,-0.08289906008394494,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3425836276096902,0.0,-0.08289910833659533,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,3.9388566834991003,0.0,-0.08289971494134309,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.46912866143556575,0.0,-0.08289904629747341,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.05814231283891579,0.0,-0.08289904629747341,-0.07879258968123994,0.37285152689519563
-0.06795841551934552,0.0,-0.15276607687087684,0.0,-0.08289910144335956,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.3636744665806695,0.0,-0.08289945989161959,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.40585614452262797,0.0,-0.0828993427066115,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.42694698349360727,0.0,-0.08289903940423764,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.42694698349360727,0.0,-0.08289933581337575,-0.07879258968123994,-0.11984513364488432
1.5849489345362082,0.0,2.715588023182303,0.0,-0.0829012934923344,15.661127848362739,-0.11984513364488432
-0.06795841551934552,0.0,0.1635965076938121,0.0,-0.08290127970586285,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,4.044310878353996,0.0,-0.08289964600898539,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.18468734666479136,0.0,-0.08289965290222115,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.5113103393775243,0.0,-0.08290132106527746,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,0.1425056687228328,0.0,-0.08289906697718072,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.44803782246458645,0.0,-0.08289917726895303,-0.07879258968123994,-0.11984513364488432
-0.06795841551934552,0.0,-0.2582202717257731,0.0,-0.08289950814426998,-0.07879258968123994,-0.11984513364488432
